area_type,availability,location,size,society,total_sqft,bath,balcony,price,adjusted_price
Super built-up  Area,Ready To Move,Powai,3 BHK,Pridsi ,1305,2.0,1.0,16477.85788,16477.85788
Super built-up  Area,Ready To Move,Goregaon,4 BHK,Maana E,3785,5.0,,27586.2069,27586.2069
Super built-up  Area,Ready To Move,Powai,3 BHK,,1540,3.0,2.0,13815.78947,13815.78947
Super built-up  Area,Ready To Move,Ghatkopar,3 BHK,JRrnauv,1550,3.0,3.0,22527.47253,22527.47253
Super built-up  Area,Ready To Move,Khar,3 BHK,Apows M,1345,2.0,1.0,31250.0,31250.0
Super built-up  Area,Ready To Move,Kurla,3 BHK,Assha A,975,2.0,2.0,18181.81818,18181.81818
Super built-up  Area,Ready To Move,Vile Parle,2 BHK,NRosete,1140,2.0,2.0,34782.6087,34782.6087
Super built-up  Area,18-Aug,Powai,2 BHK,DSvvyx ,1152,2.0,1.0,31944.44444,31944.44444
Built-up  Area,Ready To Move,Santacruz,4 Bedroom,,3200,4.0,2.0,27521.92982,27521.92982
Super built-up  Area,19-Dec,Juhu,3 BHK,,1033,2.0,2.0,25229.3578,32798.165140000005
Super built-up  Area,Ready To Move,Mulund,3 BHK,PriumMi,1800,3.0,0.0,33333.33333,33333.33333
Super built-up  Area,Ready To Move,Powai,2 BHK,,1102,2.0,2.0,28695.65217,28695.65217
Super built-up  Area,Ready To Move,Andheri,3 BHK,,1223,2.0,2.0,23728.81356,28474.576272
Super built-up  Area,18-Mar,Juhu,3 BHK,Alestrb,1762,3.0,3.0,21428.57143,27857.142859
Built-up  Area,Ready To Move,Powai,2 BHK,Mameser,560,2.0,1.0,10000.0,10000.0
Built-up  Area,Ready To Move,Colaba,6 Bedroom,,2000,6.0,0.0,13607.59494,17689.873422
Super built-up  Area,Ready To Move,Juhu,3 BHK,DSgmax ,1410,2.0,2.0,18562.87425,24131.736525
Super built-up  Area,19-Dec,Borivali,3 BHK,DSity S,1853,3.0,1.0,21907.21649,21907.21649
Super built-up  Area,Ready To Move,Andheri,2 BHK,,1455,2.0,,9777.777778,11733.3333336
Super built-up  Area,18-Jan,Mulund,2 BHK,Prersis,1138,2.0,1.0,37500.0,37500.0
Built-up  Area,Ready To Move,Khar,3 Bedroom,Adntsra,2556,3.0,2.0,16666.66667,16666.66667
Super built-up  Area,18-May,Ghatkopar,3 BHK,,1200,2.0,0.0,14285.71429,14285.71429
Super built-up  Area,Ready To Move,Juhu,2 BHK,,1200,2.0,2.0,27765.95745,36095.744685000005
Super built-up  Area,Ready To Move,Dadar,3 BHK,Soitya ,204Sq. Meter,4.0,2.0,20740.74074,24888.888888
Plot  Area,19-Jan,Worli,2 Bedroom,,1200,1.0,1.0,16571.42857,16571.42857
Super built-up  Area,19-Jun,Dadar,3 BHK,VaiteEx,1870,3.0,2.0,6000.0,7200.0
Super built-up  Area,18-May,Goregaon,2 BHK,Prcesvy,1199,2.0,1.0,22000.0,22000.0
Plot  Area,Ready To Move,Powai,6 Bedroom,,800,8.0,,4569.892473,4569.892473
Super built-up  Area,Ready To Move,Lower Parel,3 BHK,,1360,2.0,2.0,19090.90909,19090.90909
Super built-up  Area,Ready To Move,Andheri,3 BHK,,1230,3.0,3.0,21455.9387,25747.126439999996
Super built-up  Area,Ready To Move,Colaba,3 BHK,,2000,3.0,2.0,11070.1107,14391.143909999999
Plot  Area,Ready To Move,Juhu,4 Bedroom,,1200,4.0,2.0,40322.58065,52419.35484500001
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,Dieldli,1047,2.0,1.0,20000.0,20000.0
Plot  Area,18-Mar,Vile Parle,4 Bedroom,,6000,4.0,,18630.41289,18630.41289
Plot  Area,18-Feb,Dadar,2 Bedroom,,1200,2.0,1.0,22916.66667,27500.000003999998
Super built-up  Area,18-Jan,Goregaon,2 BHK,V6estde,1255 - 1350,2.0,0.0,12900.0,12900.0
Super built-up  Area,Ready To Move,Santacruz,2 BHK,,725,2.0,1.0,17241.37931,17241.37931
Super built-up  Area,Ready To Move,Colaba,3 BHK,HRaniIb,1645,3.0,1.0,23389.83051,30406.779663
Built-up  Area,Ready To Move,Dadar,2 BHK,,870,2.0,1.0,15929.20354,19115.044248
Super built-up  Area,Ready To Move,Powai,2 BHK,,1026,2.0,1.0,2909.090909,2909.090909
Built-up  Area,18-Jul,Lower Parel,3 BHK,,2000,3.0,1.0,8888.888889,8888.888889
Super built-up  Area,Ready To Move,Powai,2 BHK,,1710,2.0,2.0,24444.44444,24444.44444
Super built-up  Area,18-Apr,Chembur,3 BHK,PuendWe,1766,3.0,1.0,39555.55556,39555.55556
Super built-up  Area,Ready To Move,Worli,1 BHK,,500,1.0,1.0,23109.2437,23109.2437
Built-up  Area,18-Apr,Ghatkopar,2 BHK,,1100,1.0,1.0,16943.29184,16943.29184
Super built-up  Area,Ready To Move,Worli,3 BHK,DLhtsen,1221,3.0,3.0,17021.2766,17021.2766
Super built-up  Area,Ready To Move,Chembur,1 BHK,,680,1.0,1.0,30083.56546,30083.56546
Super built-up  Area,Ready To Move,Chembur,2 BHK,Adeatlm,1278,2.0,2.0,8500.0,8500.0
Super built-up  Area,Ready To Move,Bandra,2 BHK,PentyVB,1025,2.0,2.0,19411.76471,19411.76471
Super built-up  Area,18-Aug,Powai,2 BHK,SSdhimr,1175,2.0,1.0,26646.70659,26646.70659
Super built-up  Area,19-Jul,Ghatkopar,2 BHK,Sasta S,870 - 1080,2.0,0.0,25000.0,25000.0
Built-up  Area,Ready To Move,Ghatkopar,1 Bedroom,,600,1.0,1.0,4838.709677,4838.709677
Super built-up  Area,Ready To Move,Bandra,2 BHK,,850,2.0,1.0,20983.21343,20983.21343
Super built-up  Area,Ready To Move,Mulund,2 BHK,,710,2.0,0.0,12313.43284,12313.43284
Built-up  Area,18-Dec,Bandra,2 BHK,,1165,2.0,1.0,22222.22222,22222.22222
Super built-up  Area,18-Apr,Borivali,1 BHK,SNityVe,625,1.0,1.0,18597.23698,18597.23698
Super built-up  Area,Ready To Move,Powai,3 BHK,,1340,3.0,1.0,25948.10379,25948.10379
Super built-up  Area,Ready To Move,Lower Parel,2 BHK,Patri M,937,2.0,1.0,28225.80645,28225.80645
Plot  Area,Ready To Move,Bandra,7 Bedroom,,1500,6.0,0.0,41818.18182,41818.18182
Super built-up  Area,Ready To Move,Kurla,1 BHK,Brine J,750,1.0,1.0,24909.96399,24909.96399
Built-up  Area,Ready To Move,Borivali,5 Bedroom,,45Sq. Yards,6.0,3.0,27745.66474,27745.66474
Built-up  Area,Ready To Move,Goregaon,3 BHK,Koillph,1475,3.0,3.0,21333.33333,21333.33333
Plot  Area,Ready To Move,Borivali,4 Bedroom,,2230,4.0,1.0,17894.73684,17894.73684
Plot  Area,Ready To Move,Andheri,4 Bedroom,,2200,5.0,1.0,19867.54967,23841.059604
Plot  Area,Ready To Move,Chembur,2 Bedroom,SrageGl,900,2.0,0.0,35522.38806,35522.38806
Super built-up  Area,Ready To Move,Malad,2 BHK,MJtroty,1116,2.0,2.0,27694.61078,27694.61078
Built-up  Area,Ready To Move,Santacruz,2 BHK,,948,2.0,1.0,41406.25,41406.25
Super built-up  Area,Ready To Move,Vile Parle,2 BHK,,970,2.0,1.0,14213.19797,14213.19797
Super built-up  Area,Ready To Move,Colaba,3 BHK,,1519,3.0,2.0,20526.31579,26684.210527000003
Super built-up  Area,Ready To Move,Mulund,3 BHK,,1200,2.0,1.0,6410.25641,6410.25641
Super built-up  Area,Ready To Move,Chembur,3 BHK,Pride S,1760,3.0,2.0,15882.35294,15882.35294
Plot  Area,Ready To Move,Santacruz,4 Bedroom,Chllea ,4400,5.0,3.0,14500.0,14500.0
Super built-up  Area,Ready To Move,Colaba,3 BHK,HoAcela,1914,3.0,3.0,7643.312102,9936.3057326
Super built-up  Area,Ready To Move,Khar,3 BHK,PrityTr,1820,3.0,2.0,20247.93388,20247.93388
Super built-up  Area,Ready To Move,Borivali,3 BHK,PrityTr,1820,3.0,2.0,15307.69231,15307.69231
Built-up  Area,Ready To Move,Andheri,3 BHK,Rahidhi,1565,3.0,2.0,16000.0,19200.0
Super built-up  Area,Ready To Move,Chembur,2 BHK,Nihtsur,1334,2.0,3.0,18235.29412,18235.29412
Super built-up  Area,19-Mar,Khar,2 BHK,,924,2.0,2.0,17177.91411,17177.91411
Super built-up  Area,Ready To Move,Colaba,2 BHK,DLhtsan,914,2.0,2.0,20553.35968,26719.367584000003
Built-up  Area,Ready To Move,Dadar,1 BHK,,500,1.0,1.0,22511.21076,27013.452912
Super built-up  Area,18-Mar,Mulund,3 BHK,Miitat ,2145,3.0,3.0,16190.47619,16190.47619
Plot  Area,Ready To Move,Santacruz,5 Bedroom,,1200,5.0,,16546.76259,16546.76259
Built-up  Area,18-Apr,Borivali,3 BHK,,1650,3.0,2.0,38260.86957,38260.86957
Super built-up  Area,Ready To Move,Kurla,4 BHK,PueraRi,3940,4.0,3.0,13333.33333,13333.33333
Built-up  Area,18-Dec,Powai,2 BHK,,1020,2.0,1.0,11176.47059,11176.47059
Built-up  Area,Ready To Move,Malad,2 BHK,,1180,2.0,3.0,25000.0,25000.0
Super built-up  Area,Ready To Move,Bandra,2 BHK,Rilor C,1255,2.0,3.0,10500.0,10500.0
Super built-up  Area,20-Jul,Kurla,3 BHK,Soond R,2777.29,5.0,2.0,30769.23077,30769.23077
Super built-up  Area,Ready To Move,Worli,2 BHK,Heatee ,1014,2.0,1.0,32467.53247,32467.53247
Built-up  Area,Ready To Move,Andheri,4 Bedroom,,920,2.0,0.0,4899.135447,5878.962536399999
Super built-up  Area,Ready To Move,Kurla,2 BHK,Inenshe,695,1.0,1.0,28695.65217,28695.65217
Plot  Area,Ready To Move,Borivali,3 Bedroom,Prigh L,2273,4.0,3.0,7534.246575,7534.246575
Super built-up  Area,18-Mar,Colaba,2 BHK,,1140,2.0,2.0,14749.26254,19174.041302
Built-up  Area,Ready To Move,Juhu,6 Bedroom,,3000,4.0,1.0,24809.16031,32251.908403
Super built-up  Area,Ready To Move,Juhu,2 BHK,SSthamh,1180,2.0,2.0,4179.104478,5432.835821400001
Super built-up  Area,20-Aug,Kurla,4 BHK,Pruthg ,2400,4.0,2.0,9070.294785,9070.294785
Super built-up  Area,Ready To Move,Vile Parle,2 BHK,Inenshe,850,1.0,1.0,18014.70588,18014.70588
Super built-up  Area,Ready To Move,Chembur,2 BHK,Koestpt,1200,2.0,1.0,25644.50475,25644.50475
Built-up  Area,18-Dec,Santacruz,4 BHK,,3160,4.0,3.0,40909.09091,40909.09091
Super built-up  Area,Ready To Move,Lower Parel,3 BHK,Keers S,1769,3.0,3.0,26864.03509,26864.03509
Plot  Area,Ready To Move,Malad,4 Bedroom,Ceeury ,133.3Sq. Yards,3.0,2.0,26018.39685,26018.39685
Carpet  Area,18-Dec,Vile Parle,4 BHK,Rosha I,1554.3,4.0,1.0,38750.0,38750.0
Super built-up  Area,Ready To Move,Andheri,2 BHK,,1243,2.0,2.0,25523.80952,30628.571423999998
Plot  Area,18-Apr,Andheri,4 Bedroom,,4920,5.0,2.0,20666.66667,24800.000003999998
Super built-up  Area,Ready To Move,Worli,2 BHK,Shbhi S,905,2.0,1.0,20000.0,20000.0
Built-up  Area,Ready To Move,Bandra,1 Bedroom,,627,1.0,1.0,8843.537415,8843.537415
Built-up  Area,18-Mar,Juhu,3 BHK,,2180,3.0,2.0,45454.54545,59090.909085
Super built-up  Area,Ready To Move,Bandra,3 BHK,,2400,3.0,2.0,14380.95238,14380.95238
Super built-up  Area,Ready To Move,Borivali,3 BHK,Palanla,1435,3.0,1.0,20519.83584,20519.83584
Super built-up  Area,22-May,Ghatkopar,4 BHK,SoineC ,3405.1,6.0,3.0,14457.83133,14457.83133
Built-up  Area,Ready To Move,Chembur,3 BHK,KAMESRI,1620,3.0,2.0,41666.66667,41666.66667
Super built-up  Area,Ready To Move,Powai,3 BHK,,1862,3.0,2.0,13300.0,13300.0
Super built-up  Area,19-Nov,Vile Parle,2 BHK,,674,1.0,1.0,38461.53846,38461.53846
Super built-up  Area,Ready To Move,Chembur,2 BHK,,1220,2.0,1.0,30967.74194,30967.74194
Super built-up  Area,Ready To Move,Juhu,2 BHK,,1027,2.0,2.0,49586.77686,64462.809918
Super built-up  Area,Ready To Move,Dadar,2 BHK,GMown E,1025,2.0,1.0,20000.0,24000.0
Super built-up  Area,Ready To Move,Lower Parel,3 BHK,MenueNo,1430,2.0,3.0,17500.0,17500.0
Super built-up  Area,Ready To Move,Santacruz,2 BHK,Diensso,1235,2.0,3.0,8917.378917,8917.378917
Super built-up  Area,Ready To Move,Malad,3 BHK,NianaBr,1291,2.0,3.0,26666.66667,26666.66667
Super built-up  Area,Ready To Move,Khar,3 BHK,PuandHi,1498,3.0,2.0,20588.23529,20588.23529
Super built-up  Area,Ready To Move,Malad,3 BHK,Adeatlm,2180,3.0,2.0,26470.58824,26470.58824
Super built-up  Area,18-Apr,Malad,2 BHK,,1000,2.0,1.0,33750.0,33750.0
Plot  Area,Ready To Move,Worli,2 Bedroom,,922,2.0,1.0,22486.77249,22486.77249
Built-up  Area,Ready To Move,Worli,2 BHK,,850,2.0,1.0,22166.66667,22166.66667
Plot  Area,Ready To Move,Mulund,3 Bedroom,,750,3.0,2.0,20740.74074,20740.74074
Super built-up  Area,Ready To Move,Malad,2 BHK,CMhamai,1123,2.0,2.0,19117.64706,19117.64706
Super built-up  Area,Ready To Move,Vile Parle,2 BHK,GRvanun,1235,2.0,1.0,85714.28571,85714.28571
Super built-up  Area,Ready To Move,Kurla,2 BHK,,1250,2.0,1.0,20500.0,20500.0
Plot  Area,Ready To Move,Santacruz,4 Bedroom,Prrry M,2403,5.0,,20951.30238,20951.30238
Super built-up  Area,18-Nov,Dadar,2 BHK,AsastDe,984,2.0,1.0,59183.67347,71020.408164
Super built-up  Area,Ready To Move,Worli,2 BHK,PuineSu,1305,2.0,1.0,9250.0,9250.0
Plot  Area,Ready To Move,Bandra,2 Bedroom,,1200,1.0,0.0,22058.82353,22058.82353
Plot  Area,Ready To Move,Juhu,3 Bedroom,,600,3.0,1.0,8652.094718,11247.7231334
Super built-up  Area,19-Jun,Vile Parle,4 BHK,Raard B,2790,5.0,3.0,12962.96296,12962.96296
Super built-up  Area,Ready To Move,Kurla,4 BHK,Brglede,2010,3.0,2.0,41338.58268,41338.58268
Built-up  Area,Ready To Move,Worli,2 BHK,,995,2.0,0.0,32500.0,32500.0
Built-up  Area,Ready To Move,Borivali,2 BHK,VRdelit,1277,2.0,2.0,3571.428571,3571.428571
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,,1236,2.0,2.0,17063.49206,17063.49206
Super built-up  Area,Ready To Move,Goregaon,2 BHK,DLhtsnd,1265,2.0,3.0,27906.97674,27906.97674
Super built-up  Area,18-Apr,Mulund,1 BHK,PrarePa,525,,,29411.76471,29411.76471
Built-up  Area,Ready To Move,Colaba,5 BHK,MauilTr,2570,4.0,,8333.333333,10833.333332900002
Plot  Area,Ready To Move,Colaba,4 Bedroom,,2400,5.0,3.0,19108.28025,24840.764325
Super built-up  Area,Ready To Move,Kurla,3 BHK,ALtonea,1442,3.0,2.0,6748.466258,6748.466258
Super built-up  Area,Ready To Move,Powai,2 BHK,AWharde,1224,2.0,2.0,19310.34483,19310.34483
Super built-up  Area,Ready To Move,Santacruz,2 BHK,,1205,2.0,1.0,28571.42857,28571.42857
Super built-up  Area,Ready To Move,Khar,2 BHK,APusenc,1233,2.0,3.0,15714.28571,15714.28571
Super built-up  Area,Ready To Move,Kurla,2 BHK,,1312,2.0,3.0,32438.47875,32438.47875
Super built-up  Area,Ready To Move,Bandra,3 BHK,Goty  E,1449,3.0,2.0,26470.58824,26470.58824
Super built-up  Area,Ready To Move,Colaba,2 BHK,Nisisn ,1090,2.0,1.0,15180.26565,19734.345345
Plot  Area,Ready To Move,Worli,5 Bedroom,,2100,5.0,0.0,7857.142857,7857.142857
Super built-up  Area,Ready To Move,Colaba,3 BHK,,1390,2.0,3.0,12000.0,15600.0
Super built-up  Area,Ready To Move,Andheri,2 BHK,Srncyya,1200,2.0,3.0,21850.89974,26221.079688
Plot  Area,Ready To Move,Vile Parle,4 Bedroom,,600,2.0,2.0,10833.33333,10833.33333
Super built-up  Area,Ready To Move,Santacruz,2 BHK,Vincyat,1000,2.0,2.0,28333.33333,28333.33333
Plot  Area,18-Oct,Kurla,4 Bedroom,Amais V,2400,5.0,2.0,23600.0,23600.0
Super built-up  Area,21-Dec,Worli,3 BHK,Bhe 2ko,1732,3.0,1.0,7005.649718,7005.649718
Super built-up  Area,Ready To Move,Chembur,2 BHK,Bregae ,1290,2.0,2.0,4000.0,4000.0
Super built-up  Area,Ready To Move,Goregaon,3 BHK,,1840,3.0,3.0,5119.453925,5119.453925
Super built-up  Area,Ready To Move,Andheri,3 BHK,Bhmesy ,1917,4.0,2.0,31730.76923,38076.923076
Built-up  Area,Ready To Move,Colaba,2 BHK,NaaveEn,1100,2.0,2.0,21839.08046,28390.804598000002
Super built-up  Area,Ready To Move,Lower Parel,3 BHK,,1455,2.0,3.0,9313.72549,9313.72549
Super built-up  Area,18-Dec,Khar,4 BHK,Jaades ,2774,4.0,3.0,42625.0,42625.0
Plot  Area,Ready To Move,Lower Parel,5 Bedroom,,1200,5.0,,17338.70968,17338.70968
Super built-up  Area,Ready To Move,Powai,3 BHK,Shireru,1425,2.0,2.0,41420.11834,41420.11834
Super built-up  Area,18-Dec,Juhu,3 BHK,Prtates,1655,3.0,1.0,18064.51613,23483.870969
Super built-up  Area,18-Mar,Powai,4 BHK,SNnia E,2805,5.0,3.0,15294.11765,15294.11765
Built-up  Area,Ready To Move,Lower Parel,7 Bedroom,,600,7.0,3.0,10348.0715,10348.0715
Super built-up  Area,Ready To Move,Lower Parel,2 BHK,,1040,2.0,1.0,19308.94309,19308.94309
Super built-up  Area,Ready To Move,Powai,2 BHK,,1126,2.0,1.0,16729.79798,16729.79798
Plot  Area,Ready To Move,Bandra,6 Bedroom,,1600,4.0,1.0,5466.666667,5466.666667
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,,1250,2.0,1.0,18357.48792,18357.48792
Plot  Area,Ready To Move,Andheri,4 Bedroom,InllaPa,1800,4.0,2.0,27254.70763,32705.649156
Plot  Area,Ready To Move,Dadar,2 Bedroom,,1200,2.0,0.0,16363.63636,19636.363632
Built-up  Area,Ready To Move,Khar,4 BHK,VMowsea,2050,3.0,1.0,46000.0,46000.0
Super built-up  Area,Ready To Move,Mulund,1 BHK,UKe 2nz,530,1.0,1.0,30645.16129,30645.16129
Built-up  Area,19-Jun,Lower Parel,4 Bedroom,Caonand,2580 - 2591,4.0,0.0,14204.54545,14204.54545
Super built-up  Area,Ready To Move,Borivali,2 BHK,Prrtht ,883,2.0,1.0,4226.190476,4226.190476
Super built-up  Area,Ready To Move,Andheri,3 BHK,,1490,2.0,2.0,47531.99269,57038.391228
Super built-up  Area,Ready To Move,Juhu,2 BHK,SVodsve,1295,2.0,2.0,31333.33333,40733.333329
Super built-up  Area,Ready To Move,Colaba,3 BHK,Suiseit,1275,3.0,1.0,26881.72043,34946.236559000004
Super built-up  Area,Ready To Move,Juhu,2 BHK,,800,2.0,2.0,19407.89474,25230.263162
Super built-up  Area,Ready To Move,Ghatkopar,1 BHK,,1200,1.0,0.0,17647.05882,17647.05882
Super built-up  Area,Ready To Move,Khar,2 BHK,MancyRe,1063,2.0,1.0,19166.66667,19166.66667
Super built-up  Area,Ready To Move,Bandra,1 BHK,Soresea,656,1.0,1.0,23200.0,23200.0
Super built-up  Area,Ready To Move,Worli,2 BHK,,1125,2.0,2.0,23333.33333,23333.33333
Super built-up  Area,18-Dec,Khar,2 BHK,Unezes ,881,2.0,1.0,4090.909091,4090.909091
Plot  Area,Ready To Move,Colaba,9 Bedroom,,1350,8.0,2.0,8000.0,10400.0
Built-up  Area,Ready To Move,Malad,2 BHK,Prityel,700,1.0,1.0,19769.3575,19769.3575
Plot  Area,Ready To Move,Worli,3 Bedroom,,1936,3.0,0.0,7222.222222,7222.222222
Super built-up  Area,18-Dec,Worli,3 BHK,SJerse ,1680,3.0,1.0,12980.76923,12980.76923
Super built-up  Area,Ready To Move,Kurla,2 BHK,MJeusyl,1253,2.0,2.0,8629.441624,8629.441624
Super built-up  Area,Ready To Move,Khar,3 BHK,Brway G,1640,3.0,3.0,39000.0,39000.0
Super built-up  Area,Ready To Move,Worli,3 BHK,,1082,3.0,2.0,20967.74194,20967.74194
Built-up  Area,18-Dec,Ghatkopar,2 BHK,,1065,2.0,1.0,14285.71429,14285.71429
Super built-up  Area,18-Dec,Ghatkopar,3 BHK,DNionfl,2100,4.0,2.0,19473.68421,19473.68421
Super built-up  Area,Ready To Move,Colaba,2 BHK,GMown E,1070,2.0,1.0,23076.92308,30000.000004
Super built-up  Area,16-Sep,Andheri,3 BHK,,1280,3.0,2.0,18518.51852,22222.222224
Plot  Area,18-Apr,Goregaon,5 Bedroom,,1200,5.0,2.0,3571.428571,3571.428571
Built-up  Area,18-Aug,Andheri,2 BHK,Sryalan,1125,2.0,1.0,51282.05128,61538.461535999995
Super built-up  Area,Ready To Move,Colaba,3 BHK,,1755,3.0,2.0,18452.38095,23988.095235
Super built-up  Area,Ready To Move,Borivali,2 BHK,DSgmax ,1210,2.0,1.0,66091.95402,66091.95402
Super built-up  Area,18-Sep,Juhu,2 BHK,,951,2.0,2.0,12886.59794,16752.577322
Built-up  Area,18-Apr,Borivali,3 BHK,GMown E,1500,2.0,1.0,20000.0,20000.0
Super built-up  Area,Ready To Move,Khar,3 BHK,Sanstya,1652.5,3.0,2.0,9090.909091,9090.909091
Super built-up  Area,Ready To Move,Powai,3 BHK,IBityin,1381,2.0,2.0,44101.4333,44101.4333
Super built-up  Area,18-Dec,Borivali,2 BHK,BSlasin,1085,2.0,1.0,4929.577465,4929.577465
Super built-up  Area,18-Apr,Borivali,1 BHK,Prtates,905,1.0,1.0,16431.92488,16431.92488
Super built-up  Area,Ready To Move,Dadar,3 BHK,MItatHa,1685,3.0,2.0,12614.6789,15137.61468
Super built-up  Area,Ready To Move,Khar,2 BHK,ManceEl,1200,2.0,2.0,18823.52941,18823.52941
Super built-up  Area,Ready To Move,Vile Parle,2 BHK,ViensRK,1151,2.0,1.0,26388.88889,26388.88889
Built-up  Area,Ready To Move,Lower Parel,4 Bedroom,Goodsrb,3532,3.0,3.0,6117.647059,6117.647059
Super built-up  Area,Ready To Move,Juhu,3 BHK,PuandHi,1665,3.0,2.0,43750.0,56875.0
Built-up  Area,Ready To Move,Juhu,2 BHK,Malowr ,800,2.0,1.0,1764.705882,2294.1176466
Built-up  Area,Ready To Move,Bandra,2 Bedroom,,1050,2.0,1.0,25000.0,25000.0
Super built-up  Area,Ready To Move,Chembur,2 BHK,Ahntyve,1030,2.0,2.0,15795.45455,15795.45455
Super built-up  Area,Ready To Move,Bandra,2 BHK,Keers S,1257,2.0,1.0,18947.36842,18947.36842
Super built-up  Area,18-Dec,Powai,3 BHK,BSlasin,1600,3.0,2.0,47500.0,47500.0
Super built-up  Area,Ready To Move,Mulund,3 BHK,GRlpank,1465,3.0,3.0,2697.674419,2697.674419
Super built-up  Area,Ready To Move,Lower Parel,3 BHK,HRaniIb,1650,3.0,2.0,10333.33333,10333.33333
Super built-up  Area,Ready To Move,Andheri,2 BHK,,1243,2.0,2.0,13623.9782,16348.773839999998
Built-up  Area,Ready To Move,Goregaon,2 Bedroom,,680,1.0,1.0,13309.09091,13309.09091
Plot  Area,18-Aug,Mulund,4 Bedroom,,1230,4.0,2.0,28088.23529,28088.23529
Super built-up  Area,Ready To Move,Mulund,2 BHK,Jainaht,1300,2.0,2.0,32500.0,32500.0
Built-up  Area,Ready To Move,Andheri,2 BHK,Hoston ,1000,2.0,1.0,17777.77778,21333.333336
Super built-up  Area,Ready To Move,Juhu,2 BHK,Neisei ,1146,2.0,1.0,19444.44444,25277.777772
Super built-up  Area,Ready To Move,Kurla,6 BHK,,1200,6.0,3.0,27272.72727,27272.72727
Super built-up  Area,18-Mar,Lower Parel,3 BHK,,2601,4.0,,19895.28796,19895.28796
Super built-up  Area,Ready To Move,Khar,3 BHK,PrBayGa,2159,3.0,2.0,8235.294118,8235.294118
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,SSthamh,1255,2.0,2.0,31847.13376,31847.13376
Super built-up  Area,Ready To Move,Colaba,2 BHK,Vrensn ,1130,2.0,2.0,22680.41237,29484.536081
Super built-up  Area,Ready To Move,Khar,2 BHK,Shers S,1200,2.0,1.0,4375.0,4375.0
Built-up  Area,Ready To Move,Worli,2 BHK,ARineun,1040,2.0,1.0,70588.23529,70588.23529
Plot  Area,Ready To Move,Ghatkopar,8 Bedroom,,1500,8.0,2.0,3877.55102,3877.55102
Plot  Area,Ready To Move,Chembur,4 Bedroom,,906,3.0,2.0,65789.47368,65789.47368
Super built-up  Area,Ready To Move,Lower Parel,2 BHK,Shony S,1180,2.0,1.0,45161.29032,45161.29032
Plot  Area,Ready To Move,Vile Parle,7 Bedroom,,1200,7.0,2.0,31250.0,31250.0
Plot  Area,Ready To Move,Lower Parel,6 Bedroom,,850,7.0,2.0,18556.70103,18556.70103
Super built-up  Area,Ready To Move,Khar,2 BHK,,1200,2.0,3.0,29166.66667,29166.66667
Built-up  Area,Ready To Move,Andheri,3 BHK,MJinele,1374,3.0,2.0,59322.0339,71186.44068
Super built-up  Area,Ready To Move,Khar,9 BHK,,4700,10.0,3.0,2950.0,2950.0
Super built-up  Area,19-Dec,Juhu,1 BHK,Goted U,613 - 648,1.0,0.0,9101.251422,11831.626848599999
Plot  Area,Ready To Move,Mulund,3 Bedroom,,2400,2.0,0.0,7544.581619,7544.581619
Super built-up  Area,Ready To Move,Juhu,2 BHK,,1027,2.0,2.0,50000.0,65000.0
Plot  Area,Ready To Move,Kurla,5 Bedroom,,1200,4.0,,11801.24224,11801.24224
Super built-up  Area,Ready To Move,Vile Parle,3 BHK,Tahtsla,2384,4.0,2.0,43478.26087,43478.26087
Super built-up  Area,19-Aug,Bandra,3 BHK,,1033,2.0,2.0,4166.666667,4166.666667
Super built-up  Area,Ready To Move,Lower Parel,2 BHK,Neite T,1200,2.0,1.0,12190.47619,12190.47619
Built-up  Area,Ready To Move,Juhu,3 BHK,NDionas,2017,3.0,2.0,64000.0,83200.0
Plot  Area,Ready To Move,Mulund,3 Bedroom,,1500,3.0,2.0,18934.91124,18934.91124
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,,700,2.0,0.0,56366.04775,56366.04775
Plot  Area,Ready To Move,Goregaon,6 Bedroom,,1150,6.0,2.0,20288.54824,20288.54824
Super built-up  Area,Ready To Move,Chembur,3 BHK,,1495,2.0,2.0,8666.666667,8666.666667
Super built-up  Area,Ready To Move,Andheri,2 BHK,,1302,2.0,1.0,14953.27103,17943.925236
Built-up  Area,18-Mar,Ghatkopar,1 BHK,Prtates,905,1.0,1.0,10000.0,10000.0
Super built-up  Area,Ready To Move,Juhu,2 BHK,GrrvaGr,1303,2.0,1.0,42553.19149,55319.148937
Built-up  Area,Ready To Move,Powai,3 BHK,,1350,3.0,0.0,8400.0,8400.0
Super built-up  Area,Ready To Move,Chembur,3 BHK,SMshi M,1380,2.0,2.0,10521.88552,10521.88552
Super built-up  Area,Ready To Move,Malad,3 BHK,Shodsir,1620,3.0,1.0,23893.80531,23893.80531
Built-up  Area,Ready To Move,Powai,4 Bedroom,,4800,4.0,3.0,17088.60759,17088.60759
Super built-up  Area,Ready To Move,Andheri,2 BHK,Maager ,1000,2.0,1.0,29411.76471,35294.117652
Plot  Area,Ready To Move,Colaba,3 Bedroom,,800,4.0,0.0,42142.85714,54785.714282
